company_name_s,posting_id,posting_title_j,job_category_kor,posting_tech_stack,company_type,exp_min,exp_max,education_s,edu_category,start_datetime,end_datetime,posting_views_total,applicants_total,hiring_process_clean,posting_tech_stack_cnt,posting_tech_stack_clean,job_category_kor_clean
(유)로지소프트,51658594,서버개발자 채용,서버/백엔드 개발자,AZURE;C#;C++;NoSql;Node.js;Linux;SQL;MSSQL,중소기업;유한회사,7,15,대졸(4년제) 이상,대졸(예정),2025-08-26 00:00:00,2025-09-24 23:59:00,224,19,서류;인적성검사;1차면접;2차면접;처우협의;최종합격,8,"AZURE, C#, C++, NoSql, Node.js, Linux, SQL, MSSQL","서버/백엔드 개발자, 웹 풀스택 개발자"
(유)로지소프트,51658594,서버개발자 채용,웹 풀스택 개발자,AZURE;C#;C++;NoSql;Node.js;Linux;SQL;MSSQL,중소기업;유한회사,7,15,대졸(4년제) 이상,대졸(예정),2025-08-26 00:00:00,2025-09-24 23:59:00,224,19,서류;인적성검사;1차면접;2차면접;처우협의;최종합격,8,"AZURE, C#, C++, NoSql, Node.js, Linux, SQL, MSSQL","서버/백엔드 개발자, 웹 풀스택 개발자"
(주)10가트,51732694,펌웨어 개발자 경력직 채용,HW/임베디드,C++;VHDL;Python;MATLAB;Git;FW,중소기업,8,10,대졸(4년제) 이상,대졸(예정),2025-09-03 00:00:00,2025-10-02 23:59:00,55,0,서류;면접;처우협의;최종합격,6,"C++, VHDL, Python, MATLAB, Git, FW",HW/임베디드
(주)그리드큐어,51750886,하드웨어 설계 엔지니어 신입,HW/임베디드,Orcad;FPGA;PCB;Embedded,중소기업;주식회사,0,0,대졸(4년제) 이상,대졸(예정),2025-09-08 00:00:00,2025-10-07 23:59:00,119,1,서류;1차면접;최종합격,4,"Orcad, FPGA, PCB, Embedded",HW/임베디드
(주)그리드큐어,51750890,하드웨어 설계 엔지니어 경력,HW/임베디드,Orcad;FPGA;PCB;Embedded,중소기업;주식회사,1,10,대졸(4년제) 이상,대졸(예정),2025-09-08 00:00:00,2025-10-07 23:59:00,36,0,서류;1차면접;최종합격,4,"Orcad, FPGA, PCB, Embedded",HW/임베디드
(주)글로벌시스템스,51626873,AI연구개발 소프트웨어(4~6년),인공지능/머신러닝,yolo;Python;AI/인공지능;PyTorch;DeepLearning;C;C++;PyQt,중소기업,4,6,대졸(4년제) 이상,대졸(예정),2025-08-25 00:00:00,2025-09-23 00:00:00,70,4,서류;면접;최종합격,8,"yolo, Python, AI/인공지능, PyTorch, DeepLearning, C, C++, PyQt","인공지능/머신러닝, SW/솔루션"
(주)글로벌시스템스,51626873,AI연구개발 소프트웨어(4~6년),SW/솔루션,yolo;Python;AI/인공지능;PyTorch;DeepLearning;C;C++;PyQt,중소기업,4,6,대졸(4년제) 이상,대졸(예정),2025-08-25 00:00:00,2025-09-23 00:00:00,70,4,서류;면접;최종합격,8,"yolo, Python, AI/인공지능, PyTorch, DeepLearning, C, C++, PyQt","인공지능/머신러닝, SW/솔루션"
(주)글로벌시스템스,51626899,AI연구개발 소프트웨어(7~9년),SW/솔루션,yolo;Python;AI/인공지능;PyTorch;DeepLearning;C;C++;PyQt,중소기업,7,9,대졸(4년제) 이상,대졸(예정),2025-08-25 00:00:00,2025-09-23 00:00:00,56,6,서류;면접;최종합격,8,"yolo, Python, AI/인공지능, PyTorch, DeepLearning, C, C++, PyQt","SW/솔루션, 인공지능/머신러닝"
(주)글로벌시스템스,51626899,AI연구개발 소프트웨어(7~9년),인공지능/머신러닝,yolo;Python;AI/인공지능;PyTorch;DeepLearning;C;C++;PyQt,중소기업,7,9,대졸(4년제) 이상,대졸(예정),2025-08-25 00:00:00,2025-09-23 00:00:00,56,6,서류;면접;최종합격,8,"yolo, Python, AI/인공지능, PyTorch, DeepLearning, C, C++, PyQt","SW/솔루션, 인공지능/머신러닝"
(주)글로벌시스템스,51627364,AI연구개발 소프트웨어/10년↑,인공지능/머신러닝,yolo;Python;AI/인공지능;PyTorch;DeepLearning;C;C++;PyQt,중소기업,10,20,대졸(4년제) 이상,대졸(예정),2025-08-25 00:00:00,2025-09-23 00:00:00,78,9,서류;면접;최종합격,8,"yolo, Python, AI/인공지능, PyTorch, DeepLearning, C, C++, PyQt","인공지능/머신러닝, SW/솔루션"
